datetime,datetime,year,month,day,random,sazonal,timeSeries
2003-01-01 00:00:00,2003-01-01 00:00:00,2003,1,1,0.1703905140242924,1.0,10.170390514024293
2003-01-01 01:00:00,2003-01-01 01:00:00,2003,1,1,0.8365759316931126,0.9999997588734665,10.836573520427777
2003-01-01 02:00:00,2003-01-01 02:00:00,2003,1,1,0.315675269507559,0.9999990354939822,10.31566562444738
2003-01-01 03:00:00,2003-01-01 03:00:00,2003,1,1,0.8413997317454106,0.999997829861896,10.84137803036437
2003-01-01 04:00:00,2003-01-01 04:00:00,2003,1,1,0.7679265862611424,0.9999961419777894,10.767888006039035
2003-01-01 05:00:00,2003-01-01 05:00:00,2003,1,1,0.4508943098151823,0.9999939718424762,10.450834028239946
2003-01-01 06:00:00,2003-01-01 06:00:00,2003,1,1,0.4889463737372055,0.9999913194570031,10.488859568307236
2003-01-01 07:00:00,2003-01-01 07:00:00,2003,1,1,0.8575168470242609,0.9999881848226492,10.857398695250753
2003-01-01 08:00:00,2003-01-01 08:00:00,2003,1,1,0.42210030167388457,0.9999845679409262,10.421945981083146
2003-01-01 09:00:00,2003-01-01 09:00:00,2003,1,1,0.2353631040641252,0.9999804688135782,10.235167792199908
2003-01-01 10:00:00,2003-01-01 10:00:00,2003,1,1,0.885584073749706,0.9999758874425823,10.885342948175529
2003-01-01 11:00:00,2003-01-01 11:00:00,2003,1,1,0.8911330963113449,0.9999708238301476,10.890841334612821
2003-01-01 12:00:00,2003-01-01 12:00:00,2003,1,1,0.6307575185383253,0.9999652779787161,10.630410298325488
2003-01-01 13:00:00,2003-01-01 13:00:00,2003,1,1,0.6889055464003426,0.9999592498909624,10.688498045309966
2003-01-01 14:00:00,2003-01-01 14:00:00,2003,1,1,0.6747607702472334,0.9999527395697936,10.67428816594517
2003-01-01 15:00:00,2003-01-01 15:00:00,2003,1,1,0.3090516757716547,0.9999457470183493,10.308509145955147
2003-01-01 16:00:00,2003-01-01 16:00:00,2003,1,1,0.747187349046872,0.9999382722400014,10.746570071446886
2003-01-01 17:00:00,2003-01-01 17:00:00,2003,1,1,0.17468896824849856,0.9999303152383551,10.173992120632048
2003-01-01 18:00:00,2003-01-01 18:00:00,2003,1,1,0.34919433783212694,0.9999218760172474,10.3484130980046
2003-01-01 19:00:00,2003-01-01 19:00:00,2003,1,1,0.07376836295006772,0.999912954580748,10.072897908757549
2003-01-01 20:00:00,2003-01-01 20:00:00,2003,1,1,0.5077997036201004,0.9999035509331596,10.506835212951698
2003-01-01 21:00:00,2003-01-01 21:00:00,2003,1,1,0.431199231221833,0.9998936650790171,10.430135882012003
2003-01-01 22:00:00,2003-01-01 22:00:00,2003,1,1,0.20774809718403098,0.9998832970230879,10.20658106741491
2003-01-01 23:00:00,2003-01-01 23:00:00,2003,1,1,0.20158923440354837,0.9998724467703719,10.200313702107266
2003-01-02 00:00:00,2003-01-02 00:00:00,2003,1,2,0.815108280214463,0.9998611143261019,10.813719423475483
