datetime,datetime,year,month,day,random,sazonal,timeSeries
2032-01-01 00:00:00,2032-01-01 00:00:00,2032,1,1,0.014985755692690117,1.0,10.01498575569269
2032-01-01 01:00:00,2032-01-01 01:00:00,2032,1,1,0.7736710923199575,0.9999997588734665,10.773668681054623
2032-01-01 02:00:00,2032-01-01 02:00:00,2032,1,1,0.1949560185455277,0.9999990354939822,10.19494637348535
2032-01-01 03:00:00,2032-01-01 03:00:00,2032,1,1,0.6869037296630092,0.999997829861896,10.686882028281968
2032-01-01 04:00:00,2032-01-01 04:00:00,2032,1,1,0.9487914110343706,0.9999961419777894,10.948752830812264
2032-01-01 05:00:00,2032-01-01 05:00:00,2032,1,1,0.7752144375306171,0.9999939718424762,10.77515415595538
2032-01-01 06:00:00,2032-01-01 06:00:00,2032,1,1,0.5882097445459432,0.9999913194570031,10.588122939115975
2032-01-01 07:00:00,2032-01-01 07:00:00,2032,1,1,0.6892431625768746,0.9999881848226492,10.689125010803366
2032-01-01 08:00:00,2032-01-01 08:00:00,2032,1,1,0.29841247936963733,0.9999845679409262,10.2982581587789
2032-01-01 09:00:00,2032-01-01 09:00:00,2032,1,1,0.8164625580906236,0.9999804688135782,10.816267246226406
2032-01-01 10:00:00,2032-01-01 10:00:00,2032,1,1,0.6499231270226552,0.9999758874425823,10.649682001448477
2032-01-01 11:00:00,2032-01-01 11:00:00,2032,1,1,0.7735382968416066,0.9999708238301476,10.773246535143082
2032-01-01 12:00:00,2032-01-01 12:00:00,2032,1,1,0.06635310839406039,0.9999652779787161,10.066005888181223
2032-01-01 13:00:00,2032-01-01 13:00:00,2032,1,1,0.314912982838073,0.9999592498909624,10.314505481747698
2032-01-01 14:00:00,2032-01-01 14:00:00,2032,1,1,0.5412235844237413,0.9999527395697936,10.540750980121677
2032-01-01 15:00:00,2032-01-01 15:00:00,2032,1,1,0.8496169125129215,0.9999457470183493,10.849074382696415
2032-01-01 16:00:00,2032-01-01 16:00:00,2032,1,1,0.5087222729367817,0.9999382722400014,10.508104995336796
2032-01-01 17:00:00,2032-01-01 17:00:00,2032,1,1,0.540175844292967,0.9999303152383551,10.539478996676518
2032-01-01 18:00:00,2032-01-01 18:00:00,2032,1,1,0.838000234339747,0.9999218760172474,10.83721899451222
2032-01-01 19:00:00,2032-01-01 19:00:00,2032,1,1,0.2513789433728225,0.999912954580748,10.250508489180303
2032-01-01 20:00:00,2032-01-01 20:00:00,2032,1,1,0.6498597713562881,0.9999035509331596,10.648895280687885
2032-01-01 21:00:00,2032-01-01 21:00:00,2032,1,1,0.9209514751083452,0.9998936650790171,10.919888125898517
