datetime,datetime,year,month,day,random,sazonal,timeSeries
2004-01-01 00:00:00,2004-01-01 00:00:00,2004,1,1,0.6476193729174923,1.0,10.647619372917493
2004-01-01 01:00:00,2004-01-01 01:00:00,2004,1,1,0.8352990947265275,0.9999997588734665,10.835296683461193
2004-01-01 02:00:00,2004-01-01 02:00:00,2004,1,1,0.6084005024202426,0.9999990354939822,10.608390857360064
2004-01-01 03:00:00,2004-01-01 03:00:00,2004,1,1,0.4996375767630632,0.999997829861896,10.499615875382023
2004-01-01 04:00:00,2004-01-01 04:00:00,2004,1,1,0.43126803523838086,0.9999961419777894,10.431229455016274
2004-01-01 05:00:00,2004-01-01 05:00:00,2004,1,1,0.5978862079498078,0.9999939718424762,10.59782592637457
2004-01-01 06:00:00,2004-01-01 06:00:00,2004,1,1,0.006672239789939249,0.9999913194570031,10.00658543435997
2004-01-01 07:00:00,2004-01-01 07:00:00,2004,1,1,0.8798160666712594,0.9999881848226492,10.87969791489775
2004-01-01 08:00:00,2004-01-01 08:00:00,2004,1,1,0.48384744604851393,0.9999845679409262,10.483693125457776
2004-01-01 09:00:00,2004-01-01 09:00:00,2004,1,1,0.8124183998835833,0.9999804688135782,10.812223088019365
2004-01-01 10:00:00,2004-01-01 10:00:00,2004,1,1,0.31257808863848,0.9999758874425823,10.312336963064302
2004-01-01 11:00:00,2004-01-01 11:00:00,2004,1,1,0.2294855498922298,0.9999708238301476,10.229193788193706
2004-01-01 12:00:00,2004-01-01 12:00:00,2004,1,1,0.03279450089763558,0.9999652779787161,10.032447280684798
2004-01-01 13:00:00,2004-01-01 13:00:00,2004,1,1,0.0374281574179991,0.9999592498909624,10.037020656327623
2004-01-01 14:00:00,2004-01-01 14:00:00,2004,1,1,0.24242309819589414,0.9999527395697936,10.24195049389383
2004-01-01 15:00:00,2004-01-01 15:00:00,2004,1,1,0.9557783518636116,0.9999457470183493,10.955235822047104
