datetime,datetime,year,month,day,random,sazonal,timeSeries
2050-01-01 00:00:00,2050-01-01 00:00:00,2050,1,1,0.14592419004630852,1.0,10.145924190046308
2050-01-01 01:00:00,2050-01-01 01:00:00,2050,1,1,0.8907424691133043,0.9999997588734665,10.89074005784797
2050-01-01 02:00:00,2050-01-01 02:00:00,2050,1,1,0.4640396918869054,0.9999990354939822,10.464030046826727
2050-01-01 03:00:00,2050-01-01 03:00:00,2050,1,1,0.18599603242092166,0.999997829861896,10.185974331039882
2050-01-01 04:00:00,2050-01-01 04:00:00,2050,1,1,0.03654167601703717,0.9999961419777894,10.03650309579493
2050-01-01 05:00:00,2050-01-01 05:00:00,2050,1,1,0.335924680422618,0.9999939718424762,10.33586439884738
2050-01-01 06:00:00,2050-01-01 06:00:00,2050,1,1,0.0463115310456782,0.9999913194570031,10.046224725615708
2050-01-01 07:00:00,2050-01-01 07:00:00,2050,1,1,0.7089768935353891,0.9999881848226492,10.708858741761881
2050-01-01 08:00:00,2050-01-01 08:00:00,2050,1,1,0.4786128410666235,0.9999845679409262,10.478458520475886
2050-01-01 09:00:00,2050-01-01 09:00:00,2050,1,1,0.4363883963450579,0.9999804688135782,10.43619308448084
2050-01-01 10:00:00,2050-01-01 10:00:00,2050,1,1,0.88402566179906,0.9999758874425823,10.883784536224882
2050-01-01 11:00:00,2050-01-01 11:00:00,2050,1,1,0.9566388502100933,0.9999708238301476,10.95634708851157
2050-01-01 12:00:00,2050-01-01 12:00:00,2050,1,1,0.32867875750874864,0.9999652779787161,10.328331537295911
2050-01-01 13:00:00,2050-01-01 13:00:00,2050,1,1,0.6897351771557032,0.9999592498909624,10.689327676065329
2050-01-01 14:00:00,2050-01-01 14:00:00,2050,1,1,0.2734572718778535,0.9999527395697936,10.27298466757579
2050-01-01 15:00:00,2050-01-01 15:00:00,2050,1,1,0.0020607188117885977,0.9999457470183493,10.001518188995282
2050-01-01 16:00:00,2050-01-01 16:00:00,2050,1,1,0.9921589743159175,0.9999382722400014,10.991541696715931
2050-01-01 17:00:00,2050-01-01 17:00:00,2050,1,1,0.6560541245880306,0.9999303152383551,10.65535727697158
2050-01-01 18:00:00,2050-01-01 18:00:00,2050,1,1,0.3178232643029748,0.9999218760172474,10.317042024475448
2050-01-01 19:00:00,2050-01-01 19:00:00,2050,1,1,0.7712518046569383,0.999912954580748,10.770381350464419
2050-01-01 20:00:00,2050-01-01 20:00:00,2050,1,1,0.7865465367140446,0.9999035509331596,10.785582046045642
