datetime,datetime,year,month,day,random,sazonal,timeSeries
2008-01-01 00:00:00,2008-01-01 00:00:00,2008,1,1,0.19106661428503646,1.0,10.191066614285036
2008-01-01 01:00:00,2008-01-01 01:00:00,2008,1,1,0.5769765659976799,0.9999997588734665,10.576974154732344
2008-01-01 02:00:00,2008-01-01 02:00:00,2008,1,1,0.4828694677319306,0.9999990354939822,10.482859822671752
2008-01-01 03:00:00,2008-01-01 03:00:00,2008,1,1,0.8720780617747261,0.999997829861896,10.872056360393685
2008-01-01 04:00:00,2008-01-01 04:00:00,2008,1,1,0.3316713864095996,0.9999961419777894,10.331632806187493
2008-01-01 05:00:00,2008-01-01 05:00:00,2008,1,1,0.019719860021077285,0.9999939718424762,10.01965957844584
2008-01-01 06:00:00,2008-01-01 06:00:00,2008,1,1,0.7423622777397084,0.9999913194570031,10.74227547230974
2008-01-01 07:00:00,2008-01-01 07:00:00,2008,1,1,0.12188180817099759,0.9999881848226492,10.121763656397489
2008-01-01 08:00:00,2008-01-01 08:00:00,2008,1,1,0.6045330157343688,0.9999845679409262,10.60437869514363
2008-01-01 09:00:00,2008-01-01 09:00:00,2008,1,1,0.0944471572304495,0.9999804688135782,10.094251845366232
2008-01-01 10:00:00,2008-01-01 10:00:00,2008,1,1,0.41132920174441634,0.9999758874425823,10.41108807617024
2008-01-01 11:00:00,2008-01-01 11:00:00,2008,1,1,0.8742450985083543,0.9999708238301476,10.87395333680983
2008-01-01 12:00:00,2008-01-01 12:00:00,2008,1,1,0.06891362282034774,0.9999652779787161,10.06856640260751
2008-01-01 13:00:00,2008-01-01 13:00:00,2008,1,1,0.9767197843987887,0.9999592498909624,10.976312283308413
2008-01-01 14:00:00,2008-01-01 14:00:00,2008,1,1,0.6627240296145401,0.9999527395697936,10.662251425312476
2008-01-01 15:00:00,2008-01-01 15:00:00,2008,1,1,0.13003176750817147,0.9999457470183493,10.129489237691665
2008-01-01 16:00:00,2008-01-01 16:00:00,2008,1,1,0.03311836219642972,0.9999382722400014,10.032501084596444
2008-01-01 17:00:00,2008-01-01 17:00:00,2008,1,1,0.5794874273160926,0.9999303152383551,10.578790579699643
2008-01-01 18:00:00,2008-01-01 18:00:00,2008,1,1,0.2641878004198185,0.9999218760172474,10.263406560592292
2008-01-01 19:00:00,2008-01-01 19:00:00,2008,1,1,0.3385851325946603,0.999912954580748,10.337714678402142
2008-01-01 20:00:00,2008-01-01 20:00:00,2008,1,1,0.22127843452914675,0.9999035509331596,10.220313943860743
2008-01-01 21:00:00,2008-01-01 21:00:00,2008,1,1,0.40198059499235095,0.9998936650790171,10.400917245782521
2008-01-01 22:00:00,2008-01-01 22:00:00,2008,1,1,0.21271594350163214,0.9998832970230879,10.21154891373251
2008-01-01 23:00:00,2008-01-01 23:00:00,2008,1,1,0.16621067965793102,0.9998724467703719,10.16493514736165
2008-01-02 00:00:00,2008-01-02 00:00:00,2008,1,2,0.8303770365813006,0.9998611143261019,10.82898817984232
2008-01-02 01:00:00,2008-01-02 01:00:00,2008,1,2,0.13854013715323477,0.9998492996957429,10.137033134110665
