datetime,datetime,year,month,day,random,sazonal,timeSeries
2007-01-01 00:00:00,2007-01-01 00:00:00,2007,1,1,0.04244529780192463,1.0,10.042445297801924
2007-01-01 01:00:00,2007-01-01 01:00:00,2007,1,1,0.6794380714931751,0.9999997588734665,10.67943566022784
2007-01-01 02:00:00,2007-01-01 02:00:00,2007,1,1,0.2127739051517814,0.9999990354939822,10.212764260091603
2007-01-01 03:00:00,2007-01-01 03:00:00,2007,1,1,0.8279954551904387,0.999997829861896,10.827973753809399
2007-01-01 04:00:00,2007-01-01 04:00:00,2007,1,1,0.19598587834426273,0.9999961419777894,10.195947298122157
2007-01-01 05:00:00,2007-01-01 05:00:00,2007,1,1,0.04709582842008675,0.9999939718424762,10.04703554684485
2007-01-01 06:00:00,2007-01-01 06:00:00,2007,1,1,0.17178633315776393,0.9999913194570031,10.171699527727794
2007-01-01 07:00:00,2007-01-01 07:00:00,2007,1,1,0.4351687196032,0.9999881848226492,10.435050567829691
2007-01-01 08:00:00,2007-01-01 08:00:00,2007,1,1,0.22483417695278585,0.9999845679409262,10.224679856362048
2007-01-01 09:00:00,2007-01-01 09:00:00,2007,1,1,0.38224922826248275,0.9999804688135782,10.382053916398265
2007-01-01 10:00:00,2007-01-01 10:00:00,2007,1,1,0.746779467141697,0.9999758874425823,10.746538341567518
2007-01-01 11:00:00,2007-01-01 11:00:00,2007,1,1,0.1480439001650231,0.9999708238301476,10.1477521384665
2007-01-01 12:00:00,2007-01-01 12:00:00,2007,1,1,0.863686257188092,0.9999652779787161,10.863339036975255
2007-01-01 13:00:00,2007-01-01 13:00:00,2007,1,1,0.3006538581514817,0.9999592498909624,10.300246357061106
2007-01-01 14:00:00,2007-01-01 14:00:00,2007,1,1,0.10615519963962217,0.9999527395697936,10.105682595337557
2007-01-01 15:00:00,2007-01-01 15:00:00,2007,1,1,0.17128001296546602,0.9999457470183493,10.17073748314896
2007-01-01 16:00:00,2007-01-01 16:00:00,2007,1,1,0.84852519712572,0.9999382722400014,10.847907919525735
2007-01-01 17:00:00,2007-01-01 17:00:00,2007,1,1,0.7151136706804551,0.9999303152383551,10.714416823064006
2007-01-01 18:00:00,2007-01-01 18:00:00,2007,1,1,0.5534582492264657,0.9999218760172474,10.55267700939894
2007-01-01 19:00:00,2007-01-01 19:00:00,2007,1,1,0.07332566653078976,0.999912954580748,10.072455212338271
2007-01-01 20:00:00,2007-01-01 20:00:00,2007,1,1,0.7481670368991276,0.9999035509331596,10.747202546230724
2007-01-01 21:00:00,2007-01-01 21:00:00,2007,1,1,0.3630103646275459,0.9998936650790171,10.361947015417716
2007-01-01 22:00:00,2007-01-01 22:00:00,2007,1,1,0.9311645389111424,0.9998832970230879,10.929997509142021
2007-01-01 23:00:00,2007-01-01 23:00:00,2007,1,1,0.10009480821348038,0.9998724467703719,10.098819275917199
2007-01-02 00:00:00,2007-01-02 00:00:00,2007,1,2,0.30473430519465705,0.9998611143261019,10.303345448455676
2007-01-02 01:00:00,2007-01-02 01:00:00,2007,1,2,0.5529967220273774,0.9998492996957429,10.551489718984806
2007-01-02 02:00:00,2007-01-02 02:00:00,2007,1,2,0.5364405337814687,0.9998370028849926,10.534810562631396
2007-01-02 03:00:00,2007-01-02 03:00:00,2007,1,2,0.9188667869326417,0.999824223899781,10.91710902593045
2007-01-02 04:00:00,2007-01-02 04:00:00,2007,1,2,0.459171014695668,0.9998109627462709,10.457280642158377
2007-01-02 05:00:00,2007-01-02 05:00:00,2007,1,2,0.795120952967307,0.9997972194308576,10.793093147275885
2007-01-02 06:00:00,2007-01-02 06:00:00,2007,1,2,0.37008005189591453,0.9997829939601689,10.367909991497603
2007-01-02 07:00:00,2007-01-02 07:00:00,2007,1,2,0.6168024953004666,0.999768286341065,10.614485358711116
2007-01-02 08:00:00,2007-01-02 08:00:00,2007,1,2,0.7116803143188709,0.9997530965806385,10.709211280125256
2007-01-02 09:00:00,2007-01-02 09:00:00,2007,1,2,0.9541837227815191,0.999737424686215,10.951557969643668
2007-01-02 10:00:00,2007-01-02 10:00:00,2007,1,2,0.5805700440498227,0.9997212706653522,10.577782750703346
2007-01-02 11:00:00,2007-01-02 11:00:00,2007,1,2,0.9680845551174551,0.9997046345258405,10.96513090037586
2007-01-02 12:00:00,2007-01-02 12:00:00,2007,1,2,0.7790726248517446,0.9996875162757026,10.775947787608771
2007-01-02 13:00:00,2007-01-02 13:00:00,2007,1,2,0.2745978972859958,0.9996699159231939,10.271297056517936
2007-01-02 14:00:00,2007-01-02 14:00:00,2007,1,2,0.7081922049876547,0.9996518334768022,10.704710539755675
2007-01-02 15:00:00,2007-01-02 15:00:00,2007,1,2,0.35632492608176314,0.9996332689452478,10.352657615534241
2007-01-02 16:00:00,2007-01-02 16:00:00,2007,1,2,0.08522627511614733,0.9996142223374836,10.081368498490983
2007-01-02 17:00:00,2007-01-02 17:00:00,2007,1,2,0.4245879269520161,0.9995946936626949,10.420534863578967
2007-01-02 18:00:00,2007-01-02 18:00:00,2007,1,2,0.9872314861204585,0.9995746829302993,10.982978315423452
2007-01-02 19:00:00,2007-01-02 19:00:00,2007,1,2,0.33279507988832624,0.9995541901499472,10.328336981387798
2007-01-02 20:00:00,2007-01-02 20:00:00,2007,1,2,0.8779080662924381,0.9995332153315211,10.873240219607649
2007-01-02 21:00:00,2007-01-02 21:00:00,2007,1,2,0.011289536780818454,0.9995117584851364,10.006407121632183
2007-01-02 22:00:00,2007-01-02 22:00:00,2007,1,2,0.5446705664177679,0.9994898196211406,10.539568762629173
2007-01-02 23:00:00,2007-01-02 23:00:00,2007,1,2,0.06818570043871186,0.9994673987501137,10.062859687939849
2007-01-03 00:00:00,2007-01-03 00:00:00,2007,1,3,0.1886397713943766,0.9994444958828685,10.183084730223062
2007-01-03 01:00:00,2007-01-03 01:00:00,2007,1,3,0.358530668014701,0.9994211110304497,10.3527417783192
2007-01-03 02:00:00,2007-01-03 02:00:00,2007,1,3,0.5233505595360279,0.999397244204135,10.517323001577378
2007-01-03 03:00:00,2007-01-03 03:00:00,2007,1,3,0.9898696263426007,0.999372895415434,10.98359858049694
2007-01-03 04:00:00,2007-01-03 04:00:00,2007,1,3,0.5313400772793416,0.999348064676089,10.524820724040232
