datetime,datetime,year,month,day,random,sazonal,timeSeries
2009-01-01 00:00:00,2009-01-01 00:00:00,2009,1,1,0.8029387786885438,1.0,10.802938778688544
2009-01-01 01:00:00,2009-01-01 01:00:00,2009,1,1,0.5254228553374015,0.9999997588734665,10.525420444072067
2009-01-01 02:00:00,2009-01-01 02:00:00,2009,1,1,0.008044396062431236,0.9999990354939822,10.008034751002253
2009-01-01 03:00:00,2009-01-01 03:00:00,2009,1,1,0.8708810705630838,0.999997829861896,10.870859369182043
2009-01-01 04:00:00,2009-01-01 04:00:00,2009,1,1,0.7041468478508307,0.9999961419777894,10.704108267628724
2009-01-01 05:00:00,2009-01-01 05:00:00,2009,1,1,0.5770433137874239,0.9999939718424762,10.576983032212187
2009-01-01 06:00:00,2009-01-01 06:00:00,2009,1,1,0.25780485295693556,0.9999913194570031,10.257718047526966
2009-01-01 07:00:00,2009-01-01 07:00:00,2009,1,1,0.18560360373505147,0.9999881848226492,10.185485451961544
2009-01-01 08:00:00,2009-01-01 08:00:00,2009,1,1,0.8445324693707372,0.9999845679409262,10.844378148779999
2009-01-01 09:00:00,2009-01-01 09:00:00,2009,1,1,0.024734803755730006,0.9999804688135782,10.024539491891513
2009-01-01 10:00:00,2009-01-01 10:00:00,2009,1,1,0.7512485954249913,0.9999758874425823,10.751007469850814
2009-01-01 11:00:00,2009-01-01 11:00:00,2009,1,1,0.19772627849618274,0.9999708238301476,10.197434516797658
2009-01-01 12:00:00,2009-01-01 12:00:00,2009,1,1,0.18667330682197114,0.9999652779787161,10.186326086609133
2009-01-01 13:00:00,2009-01-01 13:00:00,2009,1,1,0.25506238342207865,0.9999592498909624,10.254654882331703
2009-01-01 14:00:00,2009-01-01 14:00:00,2009,1,1,0.8765303125838851,0.9999527395697936,10.87605770828182
2009-01-01 15:00:00,2009-01-01 15:00:00,2009,1,1,0.11009619441514962,0.9999457470183493,10.109553664598643
2009-01-01 16:00:00,2009-01-01 16:00:00,2009,1,1,0.41122420823993,0.9999382722400014,10.410606930639943
2009-01-01 17:00:00,2009-01-01 17:00:00,2009,1,1,0.2288045849371907,0.9999303152383551,10.228107737320741
2009-01-01 18:00:00,2009-01-01 18:00:00,2009,1,1,0.5719059566404255,0.9999218760172474,10.571124716812898
2009-01-01 19:00:00,2009-01-01 19:00:00,2009,1,1,0.38521475354096424,0.999912954580748,10.384344299348445
2009-01-01 20:00:00,2009-01-01 20:00:00,2009,1,1,0.47712326632601143,0.9999035509331596,10.476158775657607
2009-01-01 21:00:00,2009-01-01 21:00:00,2009,1,1,0.9509599028555316,0.9998936650790171,10.949896553645702
2009-01-01 22:00:00,2009-01-01 22:00:00,2009,1,1,0.9208180627497599,0.9998832970230879,10.919651032980639
2009-01-01 23:00:00,2009-01-01 23:00:00,2009,1,1,0.3806135904344681,0.9998724467703719,10.379338058138186
2009-01-02 00:00:00,2009-01-02 00:00:00,2009,1,2,0.44483605363878065,0.9998611143261019,10.4434471968998
2009-01-02 01:00:00,2009-01-02 01:00:00,2009,1,2,0.7593032614499419,0.9998492996957429,10.757796258407371
2009-01-02 02:00:00,2009-01-02 02:00:00,2009,1,2,0.42962981694629543,0.9998370028849926,10.427999845796222
2009-01-02 03:00:00,2009-01-02 03:00:00,2009,1,2,0.3608578755110474,0.999824223899781,10.359100114508857
2009-01-02 04:00:00,2009-01-02 04:00:00,2009,1,2,0.3394388051578313,0.9998109627462709,10.33754843262054
2009-01-02 05:00:00,2009-01-02 05:00:00,2009,1,2,0.053665037215836264,0.9997972194308576,10.051637231524413
2009-01-02 06:00:00,2009-01-02 06:00:00,2009,1,2,0.2249556048429875,0.9997829939601689,10.222785544444676
2009-01-02 07:00:00,2009-01-02 07:00:00,2009,1,2,0.21058826312860635,0.999768286341065,10.208271126539255
2009-01-02 08:00:00,2009-01-02 08:00:00,2009,1,2,0.8946596541298433,0.9997530965806385,10.892190619936228
2009-01-02 09:00:00,2009-01-02 09:00:00,2009,1,2,0.9744507969211155,0.999737424686215,10.971825043783264
